429.0, 310.0, 520.0, 309.0
520.0, 309.0, 615.0, 307.0
615.0, 307.0, 713.0, 303.0
713.0, 303.0, 812.0, 301.0
812.0, 301.0, 917.0, 300.0
917.0, 300.0, 1002.0, 290.0
1002.0, 290.0, 1088.0, 292.0
1088.0, 292.0, 1157.0, 302.0
1157.0, 302.0, 1205.0, 331.0
1205.0, 331.0, 1232.0, 401.0
1232.0, 401.0, 1233.0, 498.0
1233.0, 498.0, 1214.0, 598.0
1214.0, 598.0, 1166.0, 656.0
1166.0, 656.0, 1088.0, 675.0
1088.0, 675.0, 985.0, 681.0
985.0, 681.0, 908.0, 645.0
908.0, 645.0, 872.0, 586.0
872.0, 586.0, 832.0, 539.0
832.0, 539.0, 803.0, 524.0
803.0, 524.0, 749.0, 513.0
749.0, 513.0, 670.0, 540.0
670.0, 540.0, 621.0, 588.0
621.0, 588.0, 585.0, 633.0
585.0, 633.0, 536.0, 669.0
536.0, 669.0, 453.0, 687.0
453.0, 687.0, 408.0, 668.0
408.0, 668.0, 383.0, 615.0
383.0, 615.0, 362.0, 565.0
362.0, 565.0, 335.0, 527.0
335.0, 527.0, 304.0, 513.0
304.0, 513.0, 267.0, 518.0
267.0, 518.0, 236.0, 551.0
236.0, 551.0, 191.0, 613.0
191.0, 613.0, 154.0, 640.0
154.0, 640.0, 98.0, 644.0
98.0, 644.0, 67.0, 623.0
67.0, 623.0, 40.0, 570.0
40.0, 570.0, 27.0, 498.0
27.0, 498.0, 19.0, 446.0
19.0, 446.0, 20.0, 387.0
20.0, 387.0, 21.0, 318.0
21.0, 318.0, 28.0, 266.0
28.0, 266.0, 33.0, 223.0
33.0, 223.0, 41.0, 171.0
429.0, 399.0, 491.0, 399.0
491.0, 399.0, 556.0, 399.0
556.0, 399.0, 627.0, 398.0
627.0, 398.0, 716.0, 391.0
716.0, 391.0, 827.0, 394.0
827.0, 394.0, 896.0, 395.0
896.0, 395.0, 987.0, 394.0
987.0, 394.0, 1026.0, 396.0
1026.0, 396.0, 1061.0, 403.0
1061.0, 403.0, 1094.0, 424.0
1094.0, 424.0, 1112.0, 458.0
1112.0, 458.0, 1118.0, 489.0
1118.0, 489.0, 1112.0, 528.0
1112.0, 528.0, 1093.0, 550.0
1093.0, 550.0, 1062.0, 555.0
1062.0, 555.0, 1013.0, 548.0
1013.0, 548.0, 968.0, 522.0
968.0, 522.0, 932.0, 490.0
932.0, 490.0, 861.0, 447.0
861.0, 447.0, 802.0, 425.0
802.0, 425.0, 745.0, 417.0
745.0, 417.0, 681.0, 425.0
681.0, 425.0, 622.0, 440.0
622.0, 440.0, 577.0, 471.0
577.0, 471.0, 552.0, 497.0
552.0, 497.0, 527.0, 525.0
527.0, 525.0, 500.0, 527.0
500.0, 527.0, 464.0, 521.0
464.0, 521.0, 429.0, 494.0
429.0, 494.0, 397.0, 466.0
397.0, 466.0, 374.0, 445.0
374.0, 445.0, 328.0, 426.0
328.0, 426.0, 284.0, 423.0
284.0, 423.0, 242.0, 443.0
242.0, 443.0, 208.0, 466.0
208.0, 466.0, 175.0, 481.0
175.0, 481.0, 159.0, 489.0
159.0, 489.0, 137.0, 489.0
137.0, 489.0, 116.0, 477.0
116.0, 477.0, 108.0, 453.0
108.0, 453.0, 99.0, 411.0
99.0, 411.0, 99.0, 371.0
99.0, 371.0, 97.0, 319.0
97.0, 319.0, 97.0, 276.0
97.0, 276.0, 104.0, 243.0
104.0, 243.0, 116.0, 213.0
116.0, 213.0, 131.0, 197.0
131.0, 197.0, 167.0, 196.0
167.0, 196.0, 191.0, 225.0
191.0, 225.0, 203.0, 280.0
203.0, 280.0, 213.0, 319.0
213.0, 319.0, 230.0, 342.0
230.0, 342.0, 259.0, 352.0
259.0, 352.0, 290.0, 354.0
290.0, 354.0, 326.0, 349.0
326.0, 349.0, 389.0, 328.0
389.0, 328.0, 406.0, 315.0
406.0, 315.0, 425.0, 293.0
425.0, 293.0, 448.0, 262.0
448.0, 262.0, 478.0, 221.0
478.0, 221.0, 515.0, 185.0
515.0, 185.0, 572.0, 152.0
41.0, 169.0, 49.0, 153.0
49.0, 153.0, 71.0, 129.0
71.0, 129.0, 110.0, 102.0
110.0, 102.0, 131.0, 91.0
131.0, 91.0, 194.0, 94.0
194.0, 94.0, 212.0, 104.0
212.0, 104.0, 230.0, 132.0
230.0, 132.0, 242.0, 162.0
242.0, 162.0, 251.0, 185.0
251.0, 185.0, 259.0, 202.0
259.0, 202.0, 267.0, 216.0
267.0, 216.0, 289.0, 230.0
289.0, 230.0, 323.0, 231.0
323.0, 231.0, 353.0, 225.0
353.0, 225.0, 383.0, 203.0
383.0, 203.0, 419.0, 172.0
419.0, 172.0, 445.0, 152.0
445.0, 152.0, 485.0, 128.0
485.0, 128.0, 553.0, 99.0
553.0, 99.0, 631.0, 75.0
631.0, 75.0, 705.0, 57.0
705.0, 57.0, 788.0, 42.0
788.0, 42.0, 859.0, 31.0
859.0, 31.0, 929.0, 24.0
929.0, 24.0, 990.0, 24.0
990.0, 24.0, 1064.0, 24.0
1064.0, 24.0, 1151.0, 19.0
1151.0, 19.0, 1205.0, 27.0
1205.0, 27.0, 1230.0, 47.0
1230.0, 47.0, 1245.0, 87.0
1245.0, 87.0, 1255.0, 147.0
1255.0, 147.0, 1247.0, 213.0
1247.0, 213.0, 1223.0, 248.0
1223.0, 248.0, 1157.0, 263.0
1157.0, 263.0, 1100.0, 266.0
1100.0, 266.0, 1016.0, 270.0
1016.0, 270.0, 916.0, 272.0
916.0, 272.0, 858.0, 273.0
858.0, 273.0, 713.0, 279.0
713.0, 279.0, 529.0, 282.0
572.0, 152.0, 619.0, 138.0
619.0, 138.0, 666.0, 130.0
666.0, 130.0, 721.0, 123.0
721.0, 123.0, 771.0, 115.0
771.0, 115.0, 821.0, 111.0
821.0, 111.0, 865.0, 108.0
865.0, 108.0, 910.0, 104.0
910.0, 104.0, 956.0, 101.0
956.0, 101.0, 985.0, 100.0
985.0, 100.0, 1030.0, 100.0
1030.0, 100.0, 1057.0, 102.0
1057.0, 102.0, 1084.0, 108.0
1084.0, 108.0, 1102.0, 115.0
1102.0, 115.0, 1109.0, 126.0
1109.0, 126.0, 1108.0, 142.0
1108.0, 142.0, 1097.0, 164.0
1097.0, 164.0, 1079.0, 177.0
1079.0, 177.0, 1052.0, 186.0
1052.0, 186.0, 1027.0, 189.0
1027.0, 189.0, 716.0, 198.0
716.0, 198.0, 665.0, 205.0
665.0, 205.0, 530.0, 214.0
428.0, 399.0, 285.0, 422.0
428.0, 309.0, 387.0, 329.0
262.0, 351.0, 99.0, 370.0
