0.0,113.0,1,113
1.0,113.0,32,114
32.0,114.0,65,115
65.0,115.0,101,116
101.0,116.0,146,118
146.0,118.0,218,133
218.0,133.0,246,148
246.0,148.0,296,203
296.0,203.0,324,250
324.0,250.0,346,293
346.0,293.0,370,343
370.0,343.0,400,388
400.0,388.0,432,421
432.0,421.0,470,453
470.0,453.0,510,481
510.0,481.0,557,498
557.0,498.0,622,510
622.0,510.0,688,511
688.0,511.0,791,503
791.0,503.0,846,495
846.0,495.0,885,479
885.0,479.0,922,457
922.0,457.0,948,433
948.0,433.0,969,406
969.0,406.0,992,369
992.0,369.0,1015,313
1015.0,313.0,1022,282
1022.0,282.0,1030,250
1030.0,250.0,1037,214
1037.0,214.0,1042,157
1042.0,157.0,1044,111
1044.0,111.0,1046,78
1046.0,78.0,1048,37
1048.0,37.0,1046,2
29.0,241.0,63,244
63.0,244.0,117,245
117.0,245.0,148,251
148.0,251.0,179,273
179.0,273.0,208,314
208.0,314.0,230,359
230.0,359.0,248,400
248.0,400.0,269,445
269.0,445.0,290,481
290.0,481.0,312,511
312.0,511.0,347,535
347.0,535.0,385,553
385.0,553.0,422,568
422.0,568.0,472,583
472.0,583.0,539,601
539.0,601.0,622,624
622.0,624.0,674,628
674.0,628.0,739,628
739.0,628.0,794,627
794.0,627.0,858,621
858.0,621.0,912,610
912.0,610.0,954,597
954.0,597.0,980,579
980.0,579.0,1007,559
1007.0,559.0,1032,530
1032.0,530.0,1059,491
1059.0,491.0,1073,460
1073.0,460.0,1096,413
1096.0,413.0,1112,373
1112.0,373.0,1127,332
1127.0,332.0,1138,285
1138.0,285.0,1151,229
1151.0,229.0,1156,189
1156.0,189.0,1155,144
1155.0,144.0,1155,80
1155.0,80.0,1154,46
1154.0,46.0,1151,5
29.0,240.0,29,241
29.0,241.0,0,237
