2.0,283.0,74,284
74.0,284.0,142,279
142.0,279.0,191,271
191.0,271.0,234,258
234.0,258.0,269,238
269.0,238.0,302,220
302.0,220.0,341,213
341.0,213.0,399,202
399.0,202.0,450,198
450.0,198.0,490,179
490.0,179.0,524,153
524.0,153.0,546,135
546.0,135.0,582,117
582.0,117.0,614,108
614.0,108.0,665,104
665.0,104.0,710,104
710.0,104.0,766,104
766.0,104.0,811,105
811.0,105.0,856,105
856.0,105.0,889,111
889.0,111.0,895,117
895.0,117.0,913,142
913.0,142.0,923,161
923.0,161.0,927,180
927.0,180.0,933,208
933.0,208.0,935,241
935.0,241.0,936,279
936.0,279.0,933,328
933.0,328.0,926,357
926.0,357.0,915,385
915.0,385.0,905,407
905.0,407.0,886,433
886.0,433.0,871,447
871.0,447.0,857,471
857.0,471.0,854,492
854.0,492.0,856,515
856.0,515.0,866,527
866.0,527.0,888,534
888.0,534.0,912,536
912.0,536.0,948,536
948.0,536.0,991,531
991.0,531.0,1026,519
1026.0,519.0,1047,502
1047.0,502.0,1064,482
1064.0,482.0,1078,459
1078.0,459.0,1088,432
1088.0,432.0,1095,402
1095.0,402.0,1098,374
1098.0,374.0,1106,327
1106.0,327.0,1106,285
1106.0,285.0,1107,260
1107.0,260.0,1107,223
1107.0,223.0,1104,198
1104.0,198.0,1099,179
1099.0,179.0,1088,145
1088.0,145.0,1079,120
1079.0,120.0,1070,89
1070.0,89.0,1060,58
1060.0,58.0,1052,39
1052.0,39.0,1049,2
2.0,432.0,77,430
77.0,430.0,130,429
130.0,429.0,177,430
177.0,430.0,243,426
243.0,426.0,274,420
274.0,420.0,302,407
302.0,407.0,323,390
323.0,390.0,346,369
346.0,369.0,364,354
364.0,354.0,387,338
387.0,338.0,401,327
401.0,327.0,424,321
424.0,321.0,453,317
453.0,317.0,505,316
505.0,316.0,541,315
541.0,315.0,576,309
576.0,309.0,603,300
603.0,300.0,623,288
623.0,288.0,650,273
650.0,273.0,665,260
665.0,260.0,691,245
691.0,245.0,712,234
712.0,234.0,740,231
740.0,231.0,770,231
770.0,231.0,788,232
788.0,232.0,799,245
799.0,245.0,801,260
801.0,260.0,803,288
803.0,288.0,800,315
800.0,315.0,793,333
793.0,333.0,780,349
780.0,349.0,757,367
757.0,367.0,737,390
737.0,390.0,723,422
723.0,422.0,713,465
713.0,465.0,707,494
707.0,494.0,706,514
706.0,514.0,708,544
708.0,544.0,712,570
712.0,570.0,719,599
719.0,599.0,731,627
731.0,627.0,741,647
741.0,647.0,758,668
758.0,668.0,776,678
776.0,678.0,796,681
796.0,681.0,821,683
821.0,683.0,857,684
857.0,684.0,895,681
895.0,681.0,943,678
943.0,678.0,996,670
996.0,670.0,1038,663
1038.0,663.0,1065,656
1065.0,656.0,1093,634
1093.0,634.0,1109,618
1109.0,618.0,1131,592
1131.0,592.0,1153,567
1153.0,567.0,1162,549
1162.0,549.0,1175,524
1175.0,524.0,1184,496
1184.0,496.0,1190,471
1190.0,471.0,1193,451
1193.0,451.0,1199,413
1199.0,413.0,1202,384
1202.0,384.0,1205,347
1205.0,347.0,1205,321
1205.0,321.0,1202,294
1202.0,294.0,1201,276
1201.0,276.0,1200,241
1200.0,241.0,1204,200
1204.0,200.0,1208,171
1208.0,171.0,1213,150
1213.0,150.0,1222,120
1222.0,120.0,1229,97
1229.0,97.0,1238,68
1238.0,68.0,1247,40
1247.0,40.0,1250,2
1.0,283.0,1,430
