0.0,559.0,0.0,559.0
0.0,559.0,0.0,559.0
0.0,559.0,0.0,559.0
0.0,559.0,0.0,559.0
0.0,559.0,0.0,559.0
2.0,559.0,0.0,559.0
3.0,559.0,2.0,559.0
6.0,558.0,3.0,559.0
9.0,557.0,6.0,558.0
12.0,557.0,9.0,557.0
20.0,556.0,12.0,557.0
26.0,556.0,20.0,556.0
31.0,556.0,26.0,556.0
36.0,556.0,31.0,556.0
40.0,556.0,36.0,556.0
42.0,556.0,40.0,556.0
43.0,556.0,42.0,556.0
45.0,556.0,43.0,556.0
48.0,556.0,45.0,556.0
51.0,556.0,48.0,556.0
55.0,556.0,51.0,556.0
60.0,555.0,55.0,556.0
66.0,554.0,60.0,555.0
69.0,553.0,66.0,554.0
73.0,551.0,69.0,553.0
76.0,550.0,73.0,551.0
80.0,548.0,76.0,550.0
84.0,546.0,80.0,548.0
87.0,544.0,84.0,546.0
92.0,541.0,87.0,544.0
97.0,539.0,92.0,541.0
102.0,536.0,97.0,539.0
108.0,532.0,102.0,536.0
114.0,526.0,108.0,532.0
119.0,521.0,114.0,526.0
123.0,515.0,119.0,521.0
128.0,511.0,123.0,515.0
131.0,506.0,128.0,511.0
134.0,500.0,131.0,506.0
137.0,496.0,134.0,500.0
138.0,491.0,137.0,496.0
139.0,487.0,138.0,491.0
141.0,482.0,139.0,487.0
141.0,479.0,141.0,482.0
141.0,475.0,141.0,479.0
141.0,472.0,141.0,475.0
141.0,467.0,141.0,472.0
141.0,464.0,141.0,467.0
141.0,460.0,141.0,464.0
140.0,456.0,141.0,460.0
140.0,452.0,140.0,456.0
139.0,447.0,140.0,452.0
139.0,443.0,139.0,447.0
139.0,440.0,139.0,443.0
139.0,436.0,139.0,440.0
139.0,432.0,139.0,436.0
139.0,429.0,139.0,432.0
139.0,425.0,139.0,429.0
140.0,420.0,139.0,425.0
141.0,416.0,140.0,420.0
141.0,411.0,141.0,416.0
143.0,406.0,141.0,411.0
144.0,401.0,143.0,406.0
145.0,395.0,144.0,401.0
147.0,389.0,145.0,395.0
148.0,383.0,147.0,389.0
150.0,377.0,148.0,383.0
150.0,375.0,150.0,377.0
153.0,368.0,150.0,375.0
154.0,365.0,153.0,368.0
157.0,359.0,154.0,365.0
159.0,356.0,157.0,359.0
162.0,353.0,159.0,356.0
164.0,350.0,162.0,353.0
165.0,347.0,164.0,350.0
168.0,343.0,165.0,347.0
170.0,340.0,168.0,343.0
172.0,335.0,170.0,340.0
175.0,331.0,172.0,335.0
177.0,327.0,175.0,331.0
180.0,324.0,177.0,327.0
181.0,321.0,180.0,324.0
185.0,317.0,181.0,321.0
187.0,314.0,185.0,317.0
189.0,311.0,187.0,314.0
192.0,308.0,189.0,311.0
194.0,305.0,192.0,308.0
197.0,302.0,194.0,305.0
199.0,299.0,197.0,302.0
203.0,296.0,199.0,299.0
207.0,292.0,203.0,296.0
212.0,288.0,207.0,292.0
216.0,285.0,212.0,288.0
220.0,281.0,216.0,285.0
225.0,277.0,220.0,281.0
230.0,274.0,225.0,277.0
236.0,271.0,230.0,274.0
242.0,268.0,236.0,271.0
248.0,265.0,242.0,268.0
253.0,263.0,248.0,265.0
258.0,262.0,253.0,263.0
263.0,261.0,258.0,262.0
268.0,260.0,263.0,261.0
273.0,260.0,268.0,260.0
281.0,260.0,273.0,260.0
286.0,260.0,281.0,260.0
291.0,260.0,286.0,260.0
297.0,260.0,291.0,260.0
303.0,260.0,297.0,260.0
310.0,261.0,303.0,260.0
317.0,263.0,310.0,261.0
323.0,264.0,317.0,263.0
327.0,266.0,323.0,264.0
331.0,268.0,327.0,266.0
334.0,269.0,331.0,268.0
336.0,271.0,334.0,269.0
339.0,272.0,336.0,271.0
344.0,276.0,339.0,272.0
348.0,279.0,344.0,276.0
353.0,282.0,348.0,279.0
357.0,284.0,353.0,282.0
363.0,287.0,357.0,284.0
368.0,290.0,363.0,287.0
373.0,293.0,368.0,290.0
379.0,296.0,373.0,293.0
384.0,299.0,379.0,296.0
389.0,302.0,384.0,299.0
393.0,304.0,389.0,302.0
398.0,308.0,393.0,304.0
402.0,311.0,398.0,308.0
407.0,314.0,402.0,311.0
411.0,317.0,407.0,314.0
